ph_measurement;Temperature;Soil_Humidity;Electrical_conductivity(uS/cm);Target;
3,3;19,1;22,4;5,1;1;
7,8;19,4;79,2;2,7;0;
10,2;27,2;92,4;4,1;0;
0,6;32,9;40,4;2,7;1;
7,8;24,5;13,6;5,5;1;
3;32,9;94,8;2,5;0;
11,7;31,1;41,6;1,7;1;
1,2;24,8;62,8;2,7;2;
1,8;30,8;1,6;4,3;1;
8,7;31,4;34,4;3,7;1;
12;27,8;61,2;5,1;1;
11,1;31,4;45,6;1,9;1;
9;20,3;71,6;4,7;0;
11,7;26,9;11,6;3,5;2;
5,1;27,2;63,6;2,1;2;
6,3;30,2;37,2;5,5;1;
10,8;29,3;38,4;2,3;1;
2,1;21,5;19,6;5,3;1;
8,4;17;41,6;5,5;1;
0,3;18,2;81,2;5,3;0;
7,8;30,8;6,4;5,3;1;
3,9;28,4;84,4;2,3;0;
10,8;20,9;86,8;3,7;0;
11,7;24,8;71,6;1,7;0;
11,1;20,3;42,4;2,3;2;
3,9;17,3;53,6;5,5;1;
10,5;32;91,6;1,3;0;
6,6;18,8;18;3,7;1;
6,9;23,9;56;4,5;1;
11,4;31,4;20,8;4,9;1;
5,4;17,3;81,2;2,9;0;
12,3;17,3;31,2;2,9;2;
2,1;27,2;2,8;4,9;1;
11,7;29;24;2,5;1;
1,8;30,8;1,6;4,3;1;
4,5;20;4,8;2,5;2;
5,4;21,2;67,2;5,7;1;
0,9;24,5;63,6;5,5;1;
8,4;22,7;6,8;3,9;1;
6,9;29;56;2,5;1;
10,2;32,6;73,2;5,7;0;
1,8;30,8;1,6;4,3;1;
13,5;17,9;82,4;4,5;0;
6,3;22,7;91,6;5,7;0;
9,6;29;26,8;5,5;1;
8,1;29;52,4;5,1;1;
9,6;23;16,8;4,7;1;
3;24,8;46;4,5;1;
0;17;98,4;4,3;0;
3;28,4;78,4;2,9;0;
13,8;19,1;87,2;1,9;0;
7,2;29,9;40,4;3,1;1;
12,3;17;27,6;3,5;2;
7,8;25,7;10;2,3;2;
11,4;27,5;73,6;5,5;0;
5,7;20,6;67,2;3,5;2;
6,3;25,4;11,6;5,5;1;
12;17;46;6,1;1;
12;20;59,2;3,3;2;
3,9;31,1;3,2;5,9;1;
9;31,4;2,4;1,3;1;
3;25,4;94,8;3,7;0;
5,1;28,7;41,6;4,1;1;
4,8;32,9;4,4;3,9;1;
12,3;32,3;22,4;2,7;1;
8,7;19,4;78,4;3,3;0;
7,2;26,3;93,2;3,5;0;
9,3;27,8;78,8;3,9;0;
6,9;23,3;0,4;1,1;2;
11,1;23;84,8;5,3;0;
9;29,6;6;4,1;1;
8,7;19,7;14;1,3;2;
9,3;32,9;68,4;1,3;1;
13,8;17;13,6;1,7;2;
9;24,5;91,2;2,9;0;
11,4;23,3;71,6;5,1;0;
3,9;17;77,2;5,7;0;
9,9;30,8;41,2;2,1;1;
7,5;21,5;90,4;3,7;0;
11,4;32,3;76;1,1;0;
4,5;27,5;16;2,5;2;
4,2;23,3;89,2;5,5;0;
13,8;21,8;56,8;5,7;1;
0,9;17;80;4,7;0;
9;20,9;77,6;4,3;0;
5,7;32;32,4;4,1;1;
0,6;18,8;44;3,5;2;
9,9;27,8;19,6;1,3;2;
2,7;18,2;19,6;4,9;1;
9,9;25,4;51,2;5,5;1;
8,7;25,4;26;2,5;2;
13,5;25,1;13,2;6,1;1;
2,1;29,9;0,4;6,1;1;
6,3;29,3;5,6;4,1;1;
7,5;25,1;1,2;2,9;2;
4,8;23,6;45,6;1,7;2;
8,4;25,4;98;5,7;0;
4,5;26;40,4;3,5;2;
0;29,3;93,6;3,5;0;
3,6;26,3;21,6;2,9;2;
6,3;32,3;38,8;2,1;1;
4,2;28,4;85,6;4,3;0;
12,9;20;13,6;4,1;1;
8,1;18,5;28,8;3,9;1;
3,9;32,9;96,4;4,9;0;
0;17;54;1,1;2;
3,3;19,1;22,4;5,1;1;
8,4;28,7;88,8;2,7;0;
11,7;19,7;70;3,9;1;
2,7;23,9;60;4,3;1;
4,8;20,3;10,4;5,5;1;
9,3;22,4;98;3,5;0;
9,9;21,2;14;3,9;1;
6;22,7;78;3,9;0;
0,9;20;86,4;2,9;0;
0,9;24,5;63,6;5,5;1;
3;24,8;37,6;3,9;1;
13,8;22,1;81,6;3,9;0;
0,3;19,1;65,2;2,9;2;
0,6;27,2;77,2;4,7;0;
3,9;17,3;74,8;4,7;0;
12;28,4;67,6;5,7;1;
3,6;30,8;59,2;1,9;1;
2,4;19,1;35,6;2,7;2;
3;19,4;10;5,5;1;
3;26,3;70;4,9;1;
13,2;31,7;61,6;6,1;1;
4,5;19,1;20,4;4,9;1;
0,6;26;2;2,9;2;
10,8;25,1;22;1,3;2;
12,9;19,4;9,6;5,3;1;
4,2;19,4;33,6;4,1;1;
9;24,5;91,2;2,9;0;
5,4;26;67,6;5,3;1;
4,8;27,5;84,4;3,1;0;
3;29,9;48,8;5,7;1;
13,8;23,9;24;3,7;1;
5,4;19,4;76,8;2,1;0;
13,5;23,6;82,4;2,9;0;
13,8;26,3;54;5,9;1;
10,8;18,8;14,8;3,5;2;
4,5;31,1;94,8;1,7;0;
8,4;19,4;12,8;1,1;2;
3,9;29,9;61,6;3,3;1;
9,6;19,4;13,6;4,7;1;
11,7;17,3;18,4;2,7;2;
0,6;23;16;3,1;2;
10,8;20,9;86,8;3,7;0;
9;31,4;2,4;1,3;1;
9,3;23;16;1,1;2;
12;24,2;42;4,7;1;
6,3;24,5;7,6;3,7;1;
8,7;19,4;41,6;4,3;1;
10,5;23,3;54,8;1,5;2;
0,9;17;6,4;1,9;2;
0,3;17,9;69,2;3,3;2;
9,3;24,5;92,8;4,3;0;
11,7;31,1;41,6;1,7;1;
12,9;32,3;72;2,9;0;
0,3;18,2;81,2;5,3;0;
4,5;22,4;49,6;5,1;1;
0,3;21,2;76,4;4,1;0;
6,6;26,9;95,2;1,5;0;
7,5;22,7;55,6;3,5;2;
6,9;30,5;48;3,5;1;
5,4;31,7;46,4;4,5;1;
1,2;29;95,2;1,1;0;
5,4;32,3;48,8;5,5;1;
11,7;25,4;87,6;5,5;0;
5,7;21,8;96;4,3;0;
1,2;23,3;88,4;5,7;0;
6;20;33,6;2,3;2;
6,3;32,3;20,4;2,9;1;
13,5;29,9;5,6;2,5;1;
11,7;27,8;3,2;6,1;1;
5,4;18,5;2,4;1,9;2;
2,1;22,1;4;1,7;2;
5,1;22,7;26,4;5,3;1;
8,7;22,1;6,8;4,9;1;
7,8;24,5;2;1,9;2;
0,9;18,5;90,4;3,7;0;
5,1;21,5;62,8;2,1;2;
3,9;27,8;1,2;2,9;2;
10,8;23,3;93,6;3,7;0;
12,9;17,9;2,4;4,7;1;
9,9;22,7;98,8;6,1;0;
6,9;17,3;56,8;5,7;1;
1,5;18,8;72,8;6,1;0;
11,1;28,1;8,4;4,5;1;
7,2;26,6;57,2;3,1;2;
2,4;31,7;69,2;4,3;1;
12,6;29,6;25,6;4,5;1;
12,6;27,5;96,4;3,1;0;
2,4;31,1;21,6;5,9;1;
6,9;30,5;62,8;2,5;1;
3,3;30,5;64,4;2,3;1;
1,5;17;75,6;1,9;0;
0,6;29,9;22;4,3;1;
1,2;27,2;64;1,5;2;
6,9;19,1;86,4;2,7;0;
7,2;25,7;36,8;4,5;1;
13,5;28,7;69,2;6,1;1;
5,7;29,3;38,4;5,7;1;
0,9;31,7;68,4;1,7;1;
11,1;31,4;90;1,7;0;
7,5;17,9;93,6;5,1;0;
0,6;20,9;0;5,9;1;
4,2;21,5;67,6;5,9;1;
5,4;24,8;61,2;4,5;1;
3,6;25,4;82,4;1,7;0;
12,6;27,5;96,4;3,1;0;
7,5;22,7;50;3,9;1;
9,3;24,2;54,4;1,3;2;
12,9;27,2;74;4,9;0;
10,5;18,8;49,2;2,7;2;
5,4;29;33,6;3,1;1;
7,8;21,8;88,4;5,1;0;
10,2;26;21,2;3,3;2;
8,1;30,8;38,4;1,3;1;
3;21,8;90,8;3,7;0;
2,7;32;17,2;2,1;1;
0;27,8;62,8;4,5;1;
12;18,5;33,6;2,1;2;
5,7;20,6;67,2;3,5;2;
9;20,9;77,6;4,3;0;
10,8;25,4;2;3,3;2;
10,8;30,5;33,6;2,9;1;
13,8;30,8;35,2;5,5;1;
0,3;21,5;77,2;2,9;0;
0,9;25,7;45,2;3,3;2;
2,7;20,3;63,2;1,9;2;
2,4;28,4;0,8;1,5;1;
10,5;27,8;18,4;1,7;2;
4,5;26,9;16;4,1;1;
2,1;17,9;76;4,7;0;
0;23,3;66,8;3,1;2;
2,1;24,2;43,2;5,5;1;
9,9;30,2;86,4;1,7;0;
8,1;18,5;99,2;5,3;0;
9,6;29,9;8,4;5,1;1;
13,2;21,8;44;3,3;2;
9,6;26;77,6;3,9;0;
0,6;23,3;52,8;3,7;1;
8,7;25,1;91,6;1,5;0;
13,5;25,7;42,4;5,5;1;
1,5;20,9;60,4;4,3;1;
10,8;18,5;29,6;1,9;2;
6,3;30,5;34,8;4,5;1;
10,5;31,1;61,6;2,1;1;
4,2;22,4;82;2,7;0;
11,7;30,8;56,8;2,9;1;
0,6;29,3;78;5,9;0;
6;28,4;33,2;3,9;1;
8,1;20,9;39,6;2,1;2;
12,3;17,9;58,8;4,9;1;
11,4;32,9;38,8;6,1;1;
10,2;17,9;88,8;1,1;0;
13,5;25,7;42,4;5,5;1;
6,3;23,6;51,6;1,9;2;
7,2;30,5;85,6;6,1;0;
9,3;26,9;41,2;5,1;1;
11,1;28,1;11,6;1,1;1;
4,8;30,2;51,2;4,1;1;
11,7;24,8;71,6;1,7;0;
9,6;26,9;58,4;1,9;2;
4,5;31,1;31,6;5,5;1;
9,6;26;77,6;3,9;0;
2,7;23;85,6;1,5;0;
4,8;27,8;34,8;1,9;2;
3,6;23,9;70,8;5,1;0;
0,9;23,6;92;4,3;0;
2,7;26;14,8;5,5;1;
0;27,8;64,4;4,1;1;
1,5;20,6;57,2;6,1;1;
5,4;29;86;3,1;0;
2,7;28,4;92;1,1;0;
7,2;30,2;70;1,9;1;
3,6;18,8;52,8;5,3;1;
0,3;29,3;47,6;2,5;1;
2,1;22,7;15,6;1,1;2;
4,8;21,2;2,8;6,1;1;
10,8;23,6;60,4;3,7;1;
2,4;29,9;4;5,3;1;
10,5;27,8;18,4;1,7;2;
6,6;30,5;62;5,1;1;
8,1;32,3;94;4,7;0;
8,1;30,8;38,4;1,3;1;
11,1;28,1;42,8;5,1;1;
8,7;26,9;60,4;3,9;1;
6;32,6;47,6;4,7;1;
9,6;23,3;0,4;3,7;1;
2,4;26,9;11,2;5,1;1;
13,8;22,7;86,4;5,3;0;
7,8;22,1;76,4;1,5;0;
7,2;29,6;76;2,9;0;
2,4;18,5;15,2;1,7;2;
1,8;32,6;30,8;4,1;1;
10,2;23,9;78,4;4,9;0;
4,5;17,3;50,4;1,3;2;
6,9;23,3;0,4;1,1;2;
12,9;26,6;94;4,9;0;
12,3;21,2;6,4;5,5;1;
11,7;23,3;59,2;5,1;1;
3,9;17,3;53,6;5,5;1;
1,5;28,7;43,6;2,1;1;
0,3;27,5;85,2;1,3;0;
3,3;27,8;56;1,9;2;
6,6;23,6;9,2;1,1;2;
11,4;18,2;80,8;2,5;0;
5,4;23;80;2,7;0;
6,9;21,2;62;3,1;2;
9,6;24,2;78,8;3,5;0;
4,5;19,1;59,6;2,3;2;
2,4;27,8;35,2;4,1;1;
4,2;25,4;42;2,1;2;
11,7;25,4;28;2,7;2;
11,4;20,6;30,4;5,3;1;
9,6;27,2;12;3,9;1;
8,7;28,1;24,8;2,5;1;
10,8;20;23,2;4,7;1;
9;31,7;38,4;5,5;1;
7,8;20;12,4;1,9;2;
2,7;19,1;35,6;4,9;1;
0;31,1;81,2;5,3;0;
8,7;26,3;63,6;1,1;2;
11,1;23,3;1,2;4,3;1;
9,3;20,6;58,8;3,3;2;
2,4;29;75,2;3,5;0;
12,3;27,2;70;1,9;2;
11,7;19,7;54,4;4,9;1;
11,7;29;32,8;4,9;1;
12,6;17,6;22,8;3,7;1;
12,6;30,8;38,4;3,1;1;
12,9;17,9;2,4;4,7;1;
13,2;17,3;18,8;5,3;1;
7,2;26,9;34;6,1;1;
10,2;25,7;58,8;5,1;1;
9;17,6;64;2,5;2;
9,6;24,2;78,8;3,5;0;
4,2;28,4;85,6;4,3;0;
9,6;24,5;4;3,7;1;
3,9;21,8;71,6;5,9;0;
0,3;32,3;61,6;4,5;1;
0,3;27,8;44,8;1,9;2;
0,3;17;82,8;1,9;0;
3,9;21,8;71,6;5,9;0;
11,7;22,1;82,8;2,5;0;
5,1;30,5;24,8;3,9;1;
5,1;17,9;92;2,9;0;
10,8;21,2;84,4;4,5;0;
13,2;29,3;86,8;5,5;0;
9,6;17,6;72,8;1,5;0;
7,5;28,7;44,4;6,1;1;
6,9;29,3;4;1,9;1;
10,5;32;91,6;1,3;0;
10,2;28,7;25,6;6,1;1;
1,8;30,8;34;2,9;1;
6,6;32,3;44,8;1,9;1;
9,6;20,3;72,8;1,5;0;
1,8;27,8;82,8;5,5;0;
6,9;28,4;68,8;1,3;1;
2,1;21,5;27,2;4,9;1;
4,2;19,4;33,6;4,1;1;
4,5;17,9;56;1,1;2;
9,6;23;36;3,9;1;
12,9;29,9;0,8;5,3;1;
4,2;20;49,6;1,7;2;
10,2;32;96;3,3;0;
12;23;64,4;5,9;1;
8,1;32,6;42,4;1,1;1;
13,8;30,8;35,2;5,5;1;
12,9;26,6;45,6;6,1;1;
5,4;18,2;56,4;3,9;1;
9,3;26;90,4;5,5;0;
0,9;18,5;53,6;1,7;2;
5,4;32,3;48,8;5,5;1;
4,2;21,8;53,2;3,5;2;
12,6;30,2;48,8;2,5;1;
5,4;18,5;84;4,5;0;
9,9;26,9;18;1,3;2;
3,9;23;51,6;4,1;1;
8,1;30,8;38,4;1,3;1;
5,4;31,4;51,6;4,7;1;
11,1;31,4;45,6;1,9;1;
9,9;30,5;55,6;1,3;1;
5,1;17,9;24,8;6,1;1;
11,7;22,4;40,4;2,9;2;
1,5;27,2;57,2;3,1;2;
13,5;29,6;74;3,1;0;
11,7;19,7;70;3,9;1;
8,4;22,7;36,8;5,9;1;
11,4;31,4;43,6;5,1;1;
0,3;20,3;13,6;2,9;2;
9,3;18,5;47,6;4,7;1;
7,5;30,8;26,8;1,3;1;
6,3;31,1;23,6;3,3;1;
10,8;20;26;3,1;2;
11,7;18,2;88,4;2,7;0;
12,6;23;64,8;1,5;2;
1,8;32;18,4;3,1;1;
13,8;29,3;42,8;5,5;1;
9;26;90;5,5;0;
4,8;32,3;13,2;2,1;1;
4,2;29;67,6;5,9;1;
10,8;17;28;2,7;2;
9,3;22,7;14,4;4,5;1;
12;25,1;25,2;4,3;1;
13,2;27,5;42,4;4,1;1;
8,1;30,8;52,4;2,1;1;
0,6;18,5;31,6;2,9;2;
4,2;25,1;54,4;4,7;1;
6,9;26;30,4;3,9;1;
2,4;31,4;86;5,9;0;
8,7;20;33,6;4,7;1;
6,3;20,3;64,4;3,5;2;
13,5;29,6;60;4,9;1;
9,9;26,9;18;1,3;2;
5,1;30,8;62,4;1,9;1;
1,5;20;99,6;2,5;0;
7,2;23;29,2;2,5;2;
3,3;17,9;66;5,9;1;
2,7;21,5;36,4;3,3;2;
8,4;29,6;97,6;3,1;0;
9;26,6;99,6;2,5;0;
0,3;27,2;70,4;2,3;0;
6,6;21,2;74;2,5;0;
3,6;20,9;4;4,1;1;
11,4;32,6;26;5,1;1;
3,3;29,3;10,4;5,9;1;
6,9;22,7;23,6;4,3;1;
1,8;20,9;44;1,5;2;
7,2;28,1;26,8;5,1;1;
6;28,1;77,6;2,5;0;
6;28,4;33,2;3,9;1;
12,3;17,9;58,8;4,9;1;
12,6;27,8;27,2;5,5;1;
13,8;26,3;42,4;2,5;2;
9,6;26,9;78,4;5,3;0;
0,6;25,4;95,6;3,1;0;
0,9;17;6,4;1,9;2;
11,4;20,6;30,4;5,3;1;
12,9;29,6;71,6;5,1;0;
8,1;26;30,8;2,1;2;
10,5;26,9;8,4;5,1;1;
4,8;19,4;76,4;5,1;0;
1,8;30,2;43,6;2,7;1;
11,4;23,3;71,6;5,1;0;
10,8;17;28;2,7;2;
6;29;64;4,1;1;
5,4;28,1;1,6;5,9;1;
3,3;23,6;65,2;1,1;2;
9,3;20,6;84;4,1;0;
3;28,4;78,4;2,9;0;
3,3;17,9;25,6;3,1;2;
6;22,1;78,8;3,5;0;
1,2;31,1;8,4;1,3;1;
3,9;30,8;72,8;1,9;0;
12,9;20;67,2;4,7;1;
11,4;26,6;14,4;5,5;1;
9,6;32;19,6;1,3;1;
0;31,7;60,4;1,3;1;
3,6;26,6;29,2;1,9;2;
11,1;17,9;96;2,5;0;
8,7;30,5;79,6;1,1;0;
2,4;31,4;86;5,9;0;
9,6;18,2;39,6;4,3;1;
12,3;29;27,6;2,3;1;
13,2;17,9;62;2,5;2;
8,4;29,6;56;4,9;1;
1,2;24,8;0,4;4,7;1;
2,4;20,9;94,4;4,7;0;
13,5;29,6;60;4,9;1;
8,4;19,7;87,2;2,1;0;
13,8;17,9;28,8;3,5;2;
9,6;31,7;57,6;5,7;1;
9,3;26,9;15,6;1,1;2;
11,4;24,5;5,2;4,3;1;
7,5;25,4;50,8;6,1;1;
8,4;28,7;88,8;2,7;0;
5,4;20,6;0;3,1;2;
7,8;19,7;86,4;5,3;0;
9,9;22,4;80,4;3,9;0;
8,1;28,1;28,4;4,3;1;
0,9;18,2;65,6;4,9;1;
0;31,7;18,8;4,9;1;
13,8;27,8;98,8;1,9;0;
9;24,5;91,2;2,9;0;
6,6;21,2;34;1,5;2;
9,9;30,8;20;2,3;1;
13,5;29,3;93,6;1,9;0;
11,4;25,1;51,2;1,1;2;
7,8;17,3;50,4;4,5;1;
0,3;29,9;74;2,7;0;
5,1;17,6;33,2;1,7;2;
11,7;26,9;3,6;3,9;1;
13,8;17;13,6;1,7;2;
3,6;29,9;24,4;3,9;1;
3,6;25,4;82,4;1,7;0;
1,2;32,9;12,4;2,3;1;
6,3;19,7;0;5,3;1;
3;31,4;95,6;5,7;0;
11,7;18,2;88,4;2,7;0;
12;17;98;4,1;0;
1,2;24,2;78,8;4,7;0;
6,3;26,9;23,6;2,7;2;
1,5;26,9;70,8;2,1;0;
6,3;20;98,4;2,9;0;
0,9;24,5;74,4;1,3;0;
7,8;30,2;55,6;3,1;1;
5,7;25,1;68;4,3;1;
1,5;23,3;66,8;5,9;1;
12,6;29;77,2;6,1;0;
10,2;21,2;82,8;3,5;0;
11,4;25,4;28,4;1,1;2;
10,2;20,3;58;3,9;1;
3,9;19,1;72;5,5;0;
5,4;23,9;6,8;1,3;2;
5,7;23;3,6;5,9;1;
4,5;28,7;37,6;1,5;1;
4,8;32,3;13,2;2,1;1;
13,2;21,8;36,4;6,1;1;
7,5;28,7;44,4;6,1;1;
8,7;24,8;69,6;2,5;2;
3,3;17,9;25,6;3,1;2;
9,9;21,2;46,4;5,5;1;
4,5;19,1;59,6;2,3;2;
8,1;32,6;42,4;1,1;1;
12,3;32,3;18,8;1,5;1;
6,3;19,7;99,2;4,5;0;
2,7;17,6;81,2;4,7;0;
2,4;24,8;0,8;5,3;1;
12;21,8;54,8;6,1;1;
11,1;32;18;2,5;1;
7,2;19,4;86,8;3,1;0;
9,9;28,4;32,8;3,9;1;
12;23,3;58,8;5,3;1;
10,2;20,3;40,8;4,5;1;
8,7;22,4;57,6;6,1;1;
3;18,5;38,4;4,7;1;
8,7;20;33,6;4,7;1;
9,3;23,9;37,6;1,5;2;
7,2;23,9;73,2;2,5;0;
9,6;31,4;29,6;2,5;1;
5,4;20;27,2;4,1;1;
11,4;26,9;69,6;5,3;1;
0,3;17,6;4,8;4,7;1;
11,4;32,9;8;2,7;1;
12;22,7;22,8;5,1;1;
13,2;30,5;44;3,7;1;
5,1;27,2;63,6;2,1;2;
5,1;25,4;56,4;5,5;1;
2,7;27,2;98,4;1,5;0;
6,9;19,7;23,2;5,3;1;
6,3;27,8;84,4;4,9;0;
10,8;31,7;98;2,5;0;
12,9;19,4;26,4;4,9;1;
10,2;30,5;80,4;3,3;0;
8,4;29,6;10,4;1,5;1;
3;31,1;37,6;1,7;1;
0,9;23,6;92;4,3;0;
8,7;30,8;36,8;2,5;1;
0,6;18,5;13,6;4,1;1;
7,2;21,8;35,2;2,7;2;
12,6;20,6;97,6;5,5;0;
8,7;22,7;4,4;5,3;1;
3,9;26,9;89,6;5,5;0;
0;27,8;78,8;5,7;0;
5,1;17,9;92;2,9;0;
13,2;23,3;70,4;2,5;0;
12;17;46;6,1;1;
6,6;29;19,2;3,5;1;
2,4;31,7;69,2;4,3;1;
11,7;22,1;82,8;2,5;0;
1,5;25,7;3,6;3,5;2;
6,6;32,6;65,6;2,1;1;
6;27,2;1,2;2,9;2;
3;19,7;56,8;4,1;1;
1,8;21,2;88;4,3;0;
6,9;26,3;75,2;5,7;0;
2,4;31,7;69,2;4,3;1;
12,9;25,4;96,4;3,5;0;
8,7;19,4;78,4;3,3;0;
6;29,3;54,8;4,1;1;
10,8;23,6;60,4;3,7;1;
3,3;31,4;50,8;3,9;1;
10,5;25,4;8,8;2,9;2;
2,1;25,1;13,6;2,5;2;
8,1;29,6;21,2;2,7;1;
7,8;27,8;36,4;4,1;1;
1,8;29,9;76,8;1,7;0;
9,3;29;91,2;2,9;0;
9,9;22,7;64,4;4,1;1;
10,5;20,9;94,4;4,9;0;
1,5;20,9;60,4;4,3;1;
0;20,3;2;1,1;2;
7,5;30,5;62,8;5,7;1;
3;20,9;89,2;4,7;0;
13,2;17,9;62;2,5;2;
4,2;25,7;24,4;1,9;2;
7,8;23,9;98,4;4,7;0;
5,7;23,9;76,8;5,5;0;
11,1;31,4;91,6;3,7;0;
7,8;30,2;55,6;3,1;1;
3,6;18,8;52,8;5,3;1;
0,3;19,1;56,8;2,3;2;
11,7;26,6;71,2;3,1;0;
10,2;21,2;90,8;2,3;0;
10,8;20,9;84,4;2,5;0;
2,4;22,4;86,8;2,9;0;
0,6;30,5;74,4;5,3;0;
3,9;19,7;54,8;1,3;2;
13,5;31,1;44,4;3,1;1;
6,6;26,9;95,2;1,5;0;
6,9;19,7;96,4;2,5;0;
0,9;23,3;50,8;1,3;2;
0,3;17,3;87,6;1,9;0;
0;22,1;65,6;4,5;1;
6,9;17;8,8;2,9;2;
12,3;31,7;25,2;2,5;1;
3;24,5;89,2;4,7;0;
9,3;22,7;57,6;5,7;1;
1,5;23,3;66,8;5,9;1;
5,4;18,2;21,6;5,3;1;
8,4;26,9;64,4;5,1;1;
13,2;22,7;95,6;3,9;0;
8,4;31,4;86,4;2,9;0;
13,8;27,8;98,8;1,9;0;
12;19,7;20;3,7;1;
6,3;29,3;5,6;4,1;1;
9;29,3;56;4,5;1;
6,6;26,9;95,2;1,5;0;
1,2;32,3;97,2;5,3;0;
10,5;17,3;88,8;1,3;0;
5,1;24,8;67,6;2,9;2;
7,8;22,7;20,4;1,5;2;
1,5;21,5;34,8;5,7;1;
12;18,5;33,6;2,1;2;
5,7;26;50,8;6,1;1;
7,8;31,4;38,8;1,1;1;
3,3;31,4;28,4;3,5;1;
1,8;17,3;99,6;2,1;0;
0,9;18,5;90,4;3,7;0;
12,6;29,3;41,6;5,1;1;
2,1;21,5;75,6;5,7;0;
3,9;21,2;34,8;2,3;2;
7,8;26,9;68,4;2,3;2;
7,2;20;58,4;5,3;1;
3,3;23,6;50,4;2,1;2;
11,4;20,3;58;4,9;1;
11,4;21,8;52;1,3;2;
11,7;24,8;57,6;3,1;2;
2,1;29,6;62,8;2,5;1;
5,1;18,8;74;2,1;0;
1,8;27,8;68;1,5;2;
4,5;22,1;95,2;5,5;0;
1,8;17,6;84;2,7;0;
3,9;17,9;71,6;3,3;0;
1,2;20,9;58;1,1;2;
13,5;30,8;8,8;5,7;1;
6,6;29,3;35,6;5,1;1;
7,2;18,2;88;4,9;0;
8,4;26,9;75,2;3,7;0;
9,3;28,1;8,8;3,9;1;
0,6;24,5;93,2;5,3;0;
3,6;25,7;47,2;2,7;2;
10,2;21,2;44;4,1;1;
12,9;23,9;48,4;3,1;2;
11,1;18,8;20;3,7;1;
2,1;29,6;62,8;2,5;1;
3;22,7;88,4;3,9;0;
10,2;19,7;24,8;1,5;2;
4,8;31,1;24,4;1,1;1;
9;28,7;15,2;4,9;1;
8,7;22,1;6,8;4,9;1;
3,9;32,9;78,4;1,1;0;
5,1;17,3;11,6;4,3;1;
11,1;22,1;16,4;2,9;2;
7,8;26,3;33,2;3,3;2;
7,2;22,7;6;5,7;1;
7,8;22,1;76,4;1,5;0;
9,3;28,1;8,8;3,9;1;
1,2;32,3;97,2;5,3;0;
11,1;20;48,8;5,9;1;
5,7;18,2;42;3,7;1;
1,5;18,2;30,8;1,3;2;
11,7;32,6;25,6;1,3;1;
0;17,9;64;2,7;2;
4,5;17,3;55,6;3,9;1;
5,4;28,4;98,8;1,5;0;
6;32,9;56,8;1,5;1;
8,4;26,9;40;4,7;1;
10,2;28,7;25,6;6,1;1;
9,9;26,3;0,4;4,1;1;
13,5;23,6;38;2,9;2;
3,9;28,7;32;2,7;1;
13,5;29,9;74,8;5,5;0;
11,4;26,6;60,8;1,1;2;
9,3;31,7;86;4,7;0;
5,7;25,1;68;4,3;1;
3,9;26,6;79,6;2,7;0;
8,7;17,3;78;3,7;0;
8,7;23,9;2;3,5;2;
11,7;19,7;70;3,9;1;
5,1;17,3;11,6;4,3;1;
4,2;19,1;56,4;4,7;1;
10,8;23,9;99,6;2,3;0;
7,5;30,5;62,8;5,7;1;
13,5;29,6;60;4,9;1;
1,2;24,5;53,6;6,1;1;
8,7;19,4;78,4;3,3;0;
1,8;17,9;84,4;4,3;0;
5,4;28,7;34,8;5,5;1;
9,9;30,8;20;2,3;1;
6,9;32,9;71,6;2,7;0;
13,5;27,8;70,8;3,1;0;
6,3;30,2;6,8;1,3;1;
5,4;18,2;56,4;3,9;1;
11,7;25,4;87,6;5,5;0;
4,2;29;98,8;5,7;0;
5,1;23,6;75,2;3,7;0;
7,8;17;93,6;1,5;0;
3,6;25,7;47,2;2,7;2;
5,4;29,3;60,4;2,5;1;
7,5;18,2;29,6;2,9;2;
2,7;29,9;85,6;1,9;0;
0;17,3;98;4,1;0;
6,3;21,5;4;2,1;2;
4,2;29,3;76;3,5;0;
7,2;19,4;92;4,1;0;
1,8;31,4;32,4;6,1;1;
1,5;30,5;9,6;5,1;1;
12;27,8;61,2;5,1;1;
3,9;24,2;92,8;5,9;0;
10,5;18,2;74,8;1,1;0;
4,2;19,4;33,6;4,1;1;
13,5;19,1;72;3,3;0;
13,2;28,7;6,8;2,1;1;
9,9;21,2;46,4;5,5;1;
1,8;17;42,4;2,3;2;
1,2;32,3;97,2;5,3;0;
0,6;23,9;22,4;4,3;1;
6,6;26;54,8;5,7;1;
2,4;31,1;21,6;5,9;1;
0,9;26,3;26,8;6,1;1;
0;24,5;79,6;1,9;0;
9;25,4;67,2;2,3;2;
13,2;27,2;19,2;5,7;1;
0;22,1;65,6;4,5;1;
9;20,3;71,6;4,7;0;
8,4;26,9;75,2;3,7;0;
12,6;18,8;64,8;5,5;1;
0,3;27,8;42,8;2,7;2;
1,2;23,3;88,4;5,7;0;
9;30,8;17,2;2,5;1;
9,6;23;36;3,9;1;
13,5;30,2;1,6;1,7;1;
4,8;21,8;94,8;2,5;0;
6;22,7;78;3,9;0;
11,1;28,1;8,4;4,5;1;
11,7;22,1;82,8;2,5;0;
9,9;17,6;65,2;2,5;2;
1,8;17;42,4;2,3;2;
7,2;26,9;34;6,1;1;
7,2;30,8;54;3,3;1;
12;32,3;46,8;1,7;1;
0,6;25,4;94,8;2,3;0;
8,4;25,4;98;5,7;0;
